user_id	nickname	sex	age	education_level	constellation	waist_circumference	height	body_type	colour	income	brand	married	pregnant_inhouse	child	child_age	child_sex	car	house	purchase_group	active_level	purchase_type	evaluate_concern	sale_sensitive	purchase_potential	purchase_loyalty	purchase_ability	purchase_credit	food	hotel	tourist	entertainment	first_traffic	second_traffic	
488	5CS8Xsvk	1	66	5	1	39	178	2	1	9585	6	1	1	0	13	0	1	1	7	2	10	9	10	2	5	3	5	0010110	110	0111010110	1010001100	5	2	
489	VhCk427G	1	79	4	6	32	184	1	8	68638	8	0	1	1	6	0	1	1	6	6	7	7	4	1	9	4	8	1000000	001	1110001001	1010111001	2	6	
490	AqEzZ32f	1	31	2	4	36	186	3	2	390	8	1	1	0	46	0	1	1	5	10	1	2	1	1	5	5	6	1111010	001	0011110001	0011010000	1	3	
491	YH5uVN6h	0	77	2	2	45	146	2	7	8548	2	1	1	0	23	1	1	1	9	7	4	6	7	2	7	7	2	0011001	111	1111101001	0001000110	4	2	
492	8dO6pMPf	0	30	1	4	28	164	3	1	29067	8	1	0	0	20	1	1	1	10	10	3	8	8	2	8	9	7	0100111	000	0011101001	0110001100	6	4	
493	clYxIUQg	1	53	4	8	38	199	3	9	67252	9	0	1	1	23	1	1	0	5	9	5	7	1	3	4	6	3	1110011	010	0110011000	0100110011	2	4	
494	ShobPFza	1	4	3	1	77	157	2	6	87081	8	1	0	1	50	1	1	1	7	4	7	5	1	4	5	6	4	1011100	010	1110011110	0011011011	1	1	
495	Ra5stvb8	0	36	3	4	69	188	1	3	22263	8	1	0	1	10	0	1	1	3	10	6	3	10	8	1	3	9	1001000	011	0111100011	1000000100	2	1	
496	LcPKwyNm	0	13	1	5	28	155	2	4	25853	3	0	1	1	5	0	1	0	1	4	3	7	6	6	1	6	1	1110011	001	1111100101	0010101100	5	5	
497	ni8QL20P	1	25	4	11	45	159	3	1	6123	4	0	0	0	19	0	1	1	4	2	1	7	10	9	2	9	6	0011010	111	0100001001	0011010101	3	2	
498	dub8nW3O	0	79	1	3	54	145	3	8	39779	3	1	1	0	32	0	1	0	6	2	10	4	7	8	4	4	4	1010101	000	0001111110	1001011100	5	3	
499	ai0ZNowe	0	40	4	4	17	170	1	8	3612	6	0	1	1	10	1	0	1	4	6	5	10	2	1	2	9	1	1010001	101	0001110110	0100101111	5	4	
500	GodWInH4	1	14	3	6	17	188	3	6	55414	8	0	0	1	16	1	0	1	4	9	1	10	5	1	9	2	4	0100101	110	1000101010	0101001001	5	6	
501	WkzjF3T1	0	49	5	11	72	166	3	8	37058	2	0	0	0	38	1	0	0	3	1	3	3	1	1	2	1	2	1011110	010	1101110110	0011100010	1	5	
502	a2BxCv0c	1	46	1	2	76	184	2	2	16183	3	1	1	0	32	0	1	1	4	1	10	3	7	1	8	6	1	1101111	111	0010011110	0010101111	1	1	
503	ORKlBnEk	1	19	1	5	43	189	2	6	83323	2	0	0	1	15	1	0	0	1	7	3	2	10	4	4	5	1	1110001	011	1011010100	0000101110	3	6	
504	oS2O4YaN	1	40	3	11	14	146	1	6	23190	7	0	0	0	17	1	0	0	9	5	5	7	8	7	1	6	3	0110001	100	0011010000	1010011111	1	5	
505	oFWt25As	1	13	4	5	17	149	3	4	21894	2	0	1	1	44	0	1	1	10	9	8	10	2	6	10	3	9	1010100	101	0110001101	1011101010	4	1	
506	R8EHxJmz	1	21	2	8	17	171	3	1	21627	3	0	1	0	3	0	1	0	10	7	9	4	2	9	8	6	2	1000011	110	0101000111	1010100010	2	1	
507	Z78Y62Fu	1	74	3	5	48	145	3	7	47853	1	0	1	0	7	1	0	0	5	7	2	8	4	4	10	4	7	0110001	001	0000111010	1110011101	5	6	
508	qnh5GQ0f	1	41	1	2	77	174	3	8	86992	9	1	1	0	25	0	0	1	5	9	5	3	2	5	2	3	1	1000001	000	1111111101	1111011000	4	2	
509	I1Nn2Ht0	1	35	2	9	50	182	3	10	93815	5	0	0	0	5	1	0	1	8	1	5	9	2	1	10	8	8	1110010	101	1111111010	1010111010	1	1	
510	JVQkn0NM	1	31	2	8	14	141	3	6	241	7	1	1	0	8	1	1	1	8	4	10	7	6	8	10	8	1	0001011	010	1100001011	0111100011	5	1	
511	nNXYp4Qg	0	9	5	2	32	197	2	10	90999	4	0	1	1	39	1	1	1	2	10	3	6	5	9	2	1	1	1001000	000	1100100000	0100111111	1	5	
512	6Sb0lDt3	0	68	5	6	74	176	3	5	41332	10	0	1	1	25	0	0	0	2	1	8	6	10	8	9	2	6	0010111	001	0100011001	1111111001	1	4	
513	TDmwdU0P	0	20	1	1	55	146	3	7	66693	9	0	1	0	24	1	0	0	8	4	4	4	8	8	4	3	4	1010001	001	0101001011	1100010011	1	4	
514	xrpJcgbA	0	6	2	12	24	199	1	4	1680	8	0	1	1	22	0	1	0	7	6	8	5	5	1	1	2	1	0011111	100	1111111010	1000010110	2	2	
515	YGhoVBme	1	6	3	3	77	182	2	10	71542	8	0	1	0	30	0	0	0	2	3	5	8	10	7	7	3	2	0010000	100	1010110011	1100000110	1	1	
516	e1pL90ER	1	63	3	3	22	165	1	4	34234	5	0	0	0	25	1	0	1	4	4	4	5	8	6	5	4	1	0000110	111	0001011100	0011010000	1	4	
517	8TCOsQH9	0	42	2	11	26	167	3	4	54384	9	0	0	0	12	0	1	1	7	3	6	6	8	1	8	5	2	1100111	111	1110101010	1001011110	1	3	
518	FC0jpysV	1	69	1	10	27	175	3	5	77557	4	1	1	0	18	1	0	1	2	2	3	6	4	4	8	7	5	1001011	011	1000000110	1010011100	1	1	
519	CeJ6zDkl	1	13	4	9	12	184	3	9	51922	4	0	0	0	23	0	1	0	6	6	4	9	9	6	2	10	10	1111110	100	0110100010	1011001100	1	3	
520	C6ZW9PKj	0	59	4	11	11	184	3	8	18382	10	0	1	1	23	0	1	0	7	9	2	1	4	8	2	1	3	0110111	011	0101011011	1010010101	3	5	
521	CeE8YZcS	1	71	2	8	79	199	1	2	85670	3	0	0	1	15	0	0	1	7	10	1	5	3	4	2	9	1	1101000	011	1000110111	1111010000	6	5	
522	YScQFyGf	0	48	4	11	33	144	3	9	24234	7	0	1	1	8	0	1	0	7	3	3	3	5	7	1	4	6	0100001	100	1111010000	0001010100	4	1	
523	Tl02Q4PZ	1	66	1	4	21	183	1	8	68110	7	1	1	0	38	1	0	0	4	7	9	3	6	10	1	5	9	1100101	100	1111001011	1111110011	4	2	
524	KVIaB9fS	1	18	3	11	62	198	3	3	90333	9	0	0	0	49	1	0	1	7	8	8	1	6	2	5	6	7	0011100	011	0000011111	0000000100	3	1	
525	QnNWjvdR	1	64	2	9	68	190	3	2	78538	5	1	1	1	38	1	1	1	4	6	2	2	3	5	3	10	5	0110100	011	0010010001	0110101100	3	6	
526	ygujIfJV	1	29	1	5	66	142	2	1	39454	10	1	0	0	47	1	1	1	3	5	1	1	4	8	8	8	5	1101101	111	0001111001	1010101110	4	3	
527	idn3bvPY	0	75	3	3	19	162	1	5	78126	2	1	1	0	0	0	0	0	1	10	2	6	4	8	6	5	3	1010011	010	1011011001	0001010111	5	6	
528	92TjL8hM	0	41	4	11	11	198	2	3	23393	2	0	0	1	30	1	1	0	9	4	2	3	2	9	6	4	8	1001010	101	1110010011	0101111101	3	5	
529	BFvVSjms	1	19	4	11	47	192	3	5	52705	9	1	0	0	46	1	0	1	5	7	2	3	2	5	3	9	1	1010110	100	0011110011	0111010000	4	6	
530	3n75BAZp	0	73	1	2	34	160	1	3	46219	2	1	0	1	12	0	0	0	4	4	4	9	8	7	1	10	4	1100001	011	0001011111	0011010110	1	3	
531	lW2xJhPy	0	66	2	12	63	153	2	2	1968	3	1	0	1	33	0	0	0	6	7	9	8	1	3	1	1	9	1101111	101	1000001000	1010101110	2	2	
532	ckBeP2IY	0	28	5	7	29	181	1	7	26070	6	0	1	1	39	1	1	0	4	1	3	8	9	5	6	1	8	1001011	001	0111000001	1100001110	3	4	
533	3s02cJKQ	0	20	2	3	51	160	1	1	7424	1	0	1	1	9	0	0	1	1	5	9	2	1	7	6	2	6	0101100	111	0010110111	1101001001	5	2	
534	sPYZif53	1	26	2	7	64	142	3	7	11693	3	0	1	0	13	1	0	1	1	10	10	1	4	6	3	2	10	0111101	000	0100010100	0011001001	4	2	
535	3NO8GWvI	1	23	4	7	53	200	3	3	79956	8	0	1	0	38	0	1	0	2	10	3	4	1	2	4	4	10	1010110	011	1001000101	1101001101	4	5	
536	yoAhaNK1	1	55	5	8	75	192	3	1	50960	4	0	1	0	28	0	0	1	7	7	4	6	4	4	8	10	3	0110000	010	0111000110	1110011110	1	4	
537	zY5M3Q7C	1	1	2	9	71	161	3	10	14196	4	0	1	1	27	1	0	0	3	2	9	10	3	3	6	5	6	1111010	110	1100010111	1001111101	4	2	
538	cPQCLHu8	1	14	1	3	33	143	3	1	85701	1	1	0	1	45	0	1	0	8	10	1	7	3	1	9	1	9	0100011	110	1101111101	1001101010	3	3	
539	xkcZnIvY	1	67	2	9	17	183	3	8	27373	3	1	1	0	39	0	1	1	3	7	1	2	9	6	9	3	5	1101101	010	1001000111	0010101111	2	1	
540	PbdvV01X	1	35	5	5	77	184	3	9	26255	7	1	1	0	17	1	1	1	1	9	10	6	9	9	8	8	3	1000101	000	1100001011	0111000000	5	5	
541	LjHO9Pn0	0	6	3	10	25	194	1	3	8353	10	1	1	0	29	0	0	1	10	8	3	3	1	4	8	8	1	0001011	001	0111011110	1011101010	2	1	
542	NBADruVz	1	28	4	10	44	182	2	1	52829	5	1	1	0	10	1	0	0	4	1	6	4	2	4	3	4	1	1110100	100	1101011100	1111001001	5	1	
543	lKS7jvht	0	33	1	11	44	157	1	10	91852	2	0	1	1	50	0	0	1	4	1	5	8	5	4	10	5	7	0000100	101	0001000101	0010011101	4	2	
544	RVUCiEdB	1	44	2	11	35	190	3	3	28927	4	0	0	0	24	0	1	1	6	1	5	5	8	9	10	9	9	0010111	111	0111110111	0100011011	5	1	
545	eyB3hOGg	0	64	5	9	23	187	3	5	63682	7	0	1	0	42	1	0	0	9	3	4	7	4	2	9	1	1	0001011	011	0011111011	0101100101	3	5	
546	ebTQFCB1	0	37	2	3	60	145	3	9	45814	9	0	0	0	1	1	0	1	2	3	2	10	7	3	8	7	1	0111111	010	1010001111	1010110110	5	6	
547	3Qb1n4Y8	1	69	5	7	56	151	2	1	21398	2	1	1	1	8	0	0	1	1	9	8	6	8	10	5	3	10	0001110	110	0000011110	1110100010	6	6	
548	Pcvq5BuL	1	10	5	7	18	152	3	1	82623	6	0	0	1	46	0	1	0	8	1	8	1	1	5	8	3	3	0010110	000	0011000011	0010111000	1	4	
549	xhRjQTtm	1	5	3	5	34	147	3	7	35096	2	0	0	0	4	1	1	0	8	3	4	9	9	6	5	8	2	0101011	011	1000110000	0010001011	3	5	
550	hPriQj9E	1	47	5	7	53	164	2	10	7888	7	1	1	0	49	0	0	1	9	4	6	2	5	9	6	8	5	1100010	000	1101101111	1100100100	4	5	
551	WLn2bsIt	1	7	5	7	15	155	3	8	14331	10	0	1	1	50	0	1	0	7	6	9	5	10	9	4	5	8	0010110	110	0111010111	1100101100	2	4	
552	7QH6CNsx	0	34	3	8	31	186	3	5	31278	6	1	0	1	42	1	1	0	6	4	5	7	3	3	5	7	9	0101100	111	1110011001	1001010110	4	5	
553	jSYCdUfD	0	55	5	1	74	152	3	6	40709	10	1	0	1	3	0	1	1	5	5	1	1	10	7	1	7	3	1101110	011	0100101101	1010001001	2	1	
554	hYjg2Tdv	1	20	2	1	54	180	2	5	83898	4	0	0	0	33	0	0	0	9	9	2	3	8	2	4	1	3	0010110	100	1101111111	1100100000	6	5	
555	yrLbSQ5t	0	54	1	1	35	154	2	2	39061	2	0	1	1	43	0	0	1	9	8	9	9	10	7	8	2	10	1110110	010	1011101000	0001001101	4	6	
556	Lj2kNpGh	0	26	4	6	74	159	3	9	38093	10	1	1	0	16	0	0	0	1	7	6	5	5	7	5	2	3	0010110	011	0110111010	0101000111	1	2	
557	W1gyCA7t	1	20	2	11	54	142	3	10	76886	5	0	1	0	21	1	0	0	3	5	7	5	6	5	3	5	7	1110100	100	1110101010	0110010110	1	3	
558	wFpZa5Q4	1	53	4	7	44	163	1	10	49734	6	1	0	0	35	0	0	0	1	5	3	3	10	3	1	8	6	1111001	110	1111010010	0101101101	1	6	
559	NPXveRZq	0	65	4	8	79	157	1	6	39578	10	0	1	0	29	0	1	0	8	1	2	6	10	9	4	7	10	0100100	111	1101101111	1010001100	3	2	
560	S4Zfl08B	1	63	3	8	61	183	2	10	94561	8	0	0	0	44	0	1	0	9	4	8	5	5	4	4	4	1	1000001	111	0100010101	1101101110	3	3	
561	IgdwkcBv	1	33	3	12	64	172	3	10	43252	2	1	1	1	37	0	0	0	8	9	3	3	9	6	3	5	7	1001111	001	0111100001	1000011111	3	5	
562	kAHtQmNp	1	30	3	8	38	173	1	4	38719	7	1	0	1	21	0	1	0	9	2	6	4	5	3	5	2	6	0100010	100	1101001000	1100011111	6	5	
563	vPIyCLcq	0	67	2	9	40	193	1	1	57202	2	1	0	1	22	0	1	0	3	9	5	1	7	7	8	6	5	0000010	111	0001001000	1010110011	5	6	
564	zTOj3oXE	0	65	1	4	40	200	3	10	45935	8	1	1	1	7	1	0	0	6	8	2	4	5	10	8	6	9	0001111	111	0110001111	1000111111	6	5	
565	WyhrSvxY	0	53	4	11	37	184	3	2	85456	3	1	1	1	10	0	0	0	8	10	3	8	6	2	1	2	2	1101110	110	1101011000	1110000101	2	5	
566	5GlxzhLN	1	21	5	8	46	141	2	9	80538	1	1	1	1	41	0	0	1	1	1	10	6	8	9	5	8	4	1011101	010	0011010011	0010110010	6	3	
567	UmFowlcG	1	12	5	3	11	200	3	5	48028	1	0	1	1	24	0	1	0	4	10	10	5	9	4	9	9	3	1101100	110	1101000101	0111010111	3	1	
568	eu75s4Vk	1	58	4	10	28	142	2	4	47770	6	1	0	1	45	0	1	1	9	6	7	6	1	5	1	6	1	0101110	101	1001000011	1100111000	3	2	
569	S6Xb94z8	0	6	3	6	80	199	1	3	52796	4	1	0	0	36	1	0	1	9	9	6	7	9	1	3	9	10	0011100	111	0100100111	0011011111	5	1	
570	ZD6hqRmd	0	15	5	8	27	174	1	8	96723	10	0	0	0	30	0	1	1	6	2	4	4	2	3	6	3	10	1000111	110	0010101110	0001011001	5	1	
571	jPIEHGv6	1	46	5	12	57	191	1	1	77268	6	0	0	0	40	0	1	1	6	8	5	6	9	8	2	9	9	0011000	001	0001110111	0000111011	3	1	
572	BFZH2oLG	0	38	5	4	64	162	2	1	96282	2	0	0	0	50	0	1	1	7	10	10	9	4	6	9	8	1	0101011	010	1001110011	0011110010	4	4	
573	Cu0yqoSF	0	32	5	6	72	171	3	10	3349	1	0	1	1	31	1	1	0	9	6	2	9	3	7	6	2	2	1100010	011	0101010110	1001001111	6	4	
574	2yKq0isp	0	36	4	4	66	172	2	8	580	1	0	0	0	13	1	0	1	9	7	9	8	2	8	4	7	3	0000000	111	1001000011	0100101011	1	2	
575	JpH5XvBk	1	33	1	7	46	146	3	3	72444	4	1	1	1	44	0	1	0	6	1	3	2	2	6	1	1	10	1000110	010	1101010001	1100100011	2	3	
576	m7BEeGjc	1	17	3	8	54	144	2	4	31828	10	0	0	0	15	1	1	1	2	9	7	9	1	3	3	2	7	1101010	111	0111101000	1111000001	5	5	
577	hKQ2lfu8	0	3	1	6	16	158	3	9	91645	7	0	0	1	48	0	0	0	1	1	1	10	2	3	1	8	4	1101000	111	0110010111	0000100110	5	2	
578	RiHDbjf4	0	34	2	11	38	200	1	1	29659	9	0	1	1	8	1	0	0	6	8	2	4	2	7	2	1	8	0010010	011	1100100001	1100000101	6	3	
579	vgZR1Cmh	1	12	1	12	37	149	1	6	75846	8	0	1	0	33	0	0	0	10	4	5	1	3	2	1	9	8	0000111	001	1111011111	0101000100	2	6	
580	qbXN5Uk0	0	19	1	8	41	145	2	3	22187	9	0	0	1	17	0	0	0	3	5	9	7	3	4	1	2	10	0100010	110	0111110101	1111001001	4	6	
581	7RodghOz	1	13	2	2	11	200	1	6	24755	5	1	1	1	27	1	0	0	4	8	9	3	5	7	5	3	9	1010110	000	0100110110	1101010001	3	6	
582	3ywQ9X0H	0	65	2	4	35	196	1	6	100000	4	1	1	0	6	1	0	1	2	9	10	8	4	7	9	5	5	1111000	001	0001111011	0100110101	3	6	
583	54NTCSeK	0	7	4	5	44	150	2	4	90118	4	0	0	1	30	1	0	0	8	6	9	9	1	6	8	3	5	0101101	111	0111000001	0001101101	3	5	
584	XVtqH2Rl	0	11	2	6	67	187	1	2	7512	5	0	0	0	10	0	1	1	4	6	7	1	7	1	8	6	2	1101100	110	1100001110	0000111100	4	5	
585	eSLd1ouI	0	61	2	5	18	171	2	2	56135	7	1	1	1	48	1	1	1	4	2	9	3	10	9	3	1	2	1110101	011	0000111000	0111110101	2	4	
586	5tfAHNr7	0	76	5	11	53	142	2	10	45262	3	0	1	0	47	0	0	1	1	8	8	2	5	1	8	9	4	1010011	101	0000010101	0000001101	3	3	
587	6iTrbsBI	1	74	2	3	52	194	2	5	47939	10	1	1	0	38	0	1	1	4	3	9	1	3	9	4	5	9	1111001	010	0000010100	1010110011	4	5	
588	pOt6yFlm	1	1	5	9	60	140	3	2	90340	3	1	0	1	28	0	1	1	1	10	7	4	9	9	7	9	7	0001011	101	0100101110	0100110001	5	2	
589	ilhN0RbV	0	52	1	5	79	156	1	3	78130	9	1	1	0	49	0	0	0	1	4	1	7	4	9	9	5	6	1111101	010	0110110110	0111000010	4	2	
590	S28GlAmf	1	5	4	12	16	190	1	2	87337	9	0	1	1	5	0	1	0	10	2	10	8	9	8	2	5	3	1010011	010	0001000111	0010110010	6	1	
591	oIbmhZj9	0	63	4	6	35	156	3	9	81562	4	1	1	0	8	0	0	0	7	10	10	4	8	8	3	2	2	0111010	110	1010011110	1100110011	5	2	
592	TDpwldeG	0	23	1	12	29	176	3	2	80190	8	1	1	0	11	1	0	0	4	1	10	7	1	2	6	10	2	1000010	110	0111010111	1011001100	6	6	
593	3UYaFIE8	1	55	4	10	29	151	1	7	52113	7	1	0	0	48	0	0	0	1	3	4	5	5	6	10	9	1	0010000	001	1010111000	0110001111	5	4	
594	QbUpDeFS	1	4	1	4	65	200	2	6	15740	2	1	1	0	22	1	1	0	7	8	7	8	10	6	1	10	9	0100000	110	1001100011	0100100100	5	1	
595	cwI1Mx3k	0	54	5	1	15	157	1	5	38282	9	0	1	1	37	0	0	0	10	10	5	5	3	1	9	6	7	1100101	110	0010000001	0011010110	1	1	
596	kKOjqnIV	1	14	5	3	11	147	3	7	62930	3	1	0	0	29	0	0	1	3	3	2	6	10	7	2	6	6	1001001	010	0011011001	0101011000	4	3	
597	LqsGSbie	0	63	5	5	27	198	2	10	358	7	1	0	0	15	0	1	0	8	5	9	7	4	8	7	5	4	1001100	011	0101001001	1100001011	4	4	
598	rRD6yUsf	1	12	5	2	23	189	2	9	85442	4	1	1	0	47	0	0	1	3	10	3	1	5	9	4	10	9	0001000	110	1000010000	0001000111	5	4	
599	g5x3q2YP	0	13	4	1	35	167	3	8	38525	4	0	0	0	34	1	0	1	6	1	7	3	4	8	9	9	8	1110000	001	0011101100	1111011000	5	4	
600	ALlKIr2T	1	72	1	7	11	182	2	7	77489	1	0	1	1	15	0	0	0	6	5	4	8	4	9	2	5	5	1100001	111	1100100100	0101110110	3	2	
601	Z9eBJh1R	1	55	3	8	19	173	1	6	42397	9	1	0	0	39	1	0	1	1	9	8	9	2	4	3	1	1	0011011	011	1111110111	0011001100	1	4	
602	Do5cf6Ar	0	57	4	11	11	199	1	3	36219	1	1	0	0	42	0	0	1	1	4	3	7	1	10	3	4	6	0000010	001	1001011111	1010101000	3	1	
603	8t9lor2V	0	72	1	9	49	178	1	7	75587	7	0	1	1	6	0	1	0	8	3	1	10	6	10	3	5	7	0110011	001	0100110000	1100100111	5	4	
604	DEH9BiaS	1	30	3	6	61	200	3	7	86229	6	0	1	1	29	0	1	0	10	8	4	8	4	1	10	4	3	1111010	101	0010101011	0001010110	4	4	
605	kdaGx1Oq	1	29	5	5	55	195	3	9	8905	7	0	1	1	25	1	0	0	2	6	1	5	10	6	7	10	5	1000000	100	0000101011	1010010011	4	2	
606	wgyLMsTi	0	52	4	1	59	178	2	2	82093	1	1	0	1	10	1	0	0	8	1	5	2	1	10	1	6	7	0111101	110	1111111001	1111001110	2	3	
607	RfS8Tzms	1	7	4	2	12	197	1	4	55564	6	1	1	1	49	1	0	0	2	9	1	5	10	6	9	9	4	1111100	111	1101011110	1101110111	5	4	
608	ncr3kIWY	0	66	3	11	45	174	1	8	2637	8	0	0	0	38	0	0	1	5	5	3	3	7	6	7	6	5	0011010	001	1000101001	0010000010	2	3	
609	xTBuOKH6	1	49	5	10	22	146	2	4	87797	5	0	0	0	45	1	0	1	5	2	7	5	7	1	10	3	2	0000000	010	1001011101	0010000000	4	6	
610	mJH63zAh	0	43	3	1	41	181	3	5	51716	6	0	1	0	44	1	0	0	6	7	1	7	3	1	10	3	6	0010110	100	1111101111	0110010001	2	6	
611	PFwtQpUA	1	39	3	3	56	151	2	3	98497	8	0	0	0	9	0	1	1	10	2	6	1	6	4	1	7	8	0001101	010	1111010111	0010100001	2	6	
612	LMWj7uEB	0	39	4	8	52	195	3	8	93196	8	1	1	0	32	1	1	1	1	9	5	9	6	2	5	1	2	1100111	000	0111011011	1110101000	3	1	
613	hY6plNS5	0	13	4	9	40	169	1	1	833	6	1	0	1	39	1	1	0	8	4	3	10	6	5	4	5	5	0110101	110	1100111000	0010010000	6	1	
614	c5EPCk2N	1	35	1	1	25	162	2	2	59194	3	1	0	1	10	1	0	1	5	4	5	8	8	1	6	1	10	1100110	111	0010010001	1110100011	4	5	
615	XwlokRtO	0	24	4	8	69	195	1	7	16981	4	0	0	0	9	1	0	1	3	5	7	4	5	2	8	9	3	1110111	011	1100101011	0100011110	2	1	
616	xpnCKODB	0	13	2	7	18	188	2	8	95667	10	0	1	1	16	1	1	0	5	9	2	3	7	5	9	2	7	1101110	001	1011101011	1010011000	2	3	
617	8AHqoSKb	1	27	5	8	70	173	2	6	15958	7	1	1	0	18	1	0	0	4	10	10	9	3	5	4	8	7	1010010	111	1101010100	0110101010	6	6	
618	WZiEB3jY	1	31	4	8	60	161	2	10	79821	7	1	1	1	39	0	1	1	1	10	7	5	8	7	1	9	6	1010000	110	1110001110	0110110101	1	2	
619	b0FO8Hw9	1	37	4	7	24	199	1	1	99550	7	1	1	0	26	0	1	1	5	3	6	10	1	9	10	5	3	1000001	011	0100111101	1110110010	6	1	
620	1iQwmS9o	1	30	2	11	53	151	1	8	98619	6	1	1	0	2	1	0	0	6	1	5	10	10	3	3	5	8	0101101	101	1011101010	1110011011	6	2	
621	c8qfneoA	0	49	1	7	19	164	3	4	87947	9	1	1	1	25	1	1	1	8	4	4	6	4	4	8	5	10	1101100	011	1001010110	1111011000	5	1	
622	9nuytEJ5	1	18	4	4	26	167	1	8	39029	2	0	0	1	46	1	0	0	7	4	7	10	6	6	3	7	6	1001000	100	1101001011	1100100100	5	2	
623	7FL1AZGf	1	55	5	7	37	143	2	8	20681	8	1	0	1	40	0	1	0	10	4	3	10	5	2	5	3	1	0100101	011	0010000110	0110011010	2	4	
624	kxdWw5Vj	1	78	4	12	71	142	1	8	35321	4	0	1	0	44	0	0	0	9	5	9	10	5	8	9	9	5	1100101	100	0001011100	1001110100	6	5	
625	JoOexaUq	1	55	4	6	49	164	1	2	8358	2	1	0	1	38	1	1	0	10	10	10	5	6	8	4	8	2	1010011	101	1011000101	0000000111	1	1	
626	nVNcIzvG	1	2	1	2	72	199	2	10	27418	5	1	1	1	24	1	0	0	3	6	4	1	8	9	1	1	2	1111111	001	0010111111	0100111111	6	6	
627	2U6xSHN3	0	19	4	3	76	175	3	10	32248	1	1	1	1	47	0	1	1	7	8	8	1	9	10	5	1	4	1010100	010	1000111100	0101100000	4	5	
628	lg79vQCB	0	55	4	12	54	156	1	1	38687	6	1	0	1	48	0	0	1	2	8	4	5	3	4	2	8	10	1110011	110	1011000111	1011111110	1	3	
629	zr0NnLuh	1	7	2	1	37	157	1	10	4979	8	0	0	0	11	0	0	1	2	2	4	3	10	10	5	8	1	0110101	111	1011000001	0100011101	2	5	
630	zAZoWEBT	1	58	5	1	42	180	3	9	34920	7	1	1	0	15	1	1	0	1	8	9	9	8	7	1	9	5	0111010	111	1010001111	1000101110	1	2	
631	qD2OHwAs	0	51	5	12	59	170	1	1	41063	2	1	0	1	9	1	0	0	3	5	7	6	10	8	5	9	3	0100101	100	0000001001	0101010110	4	4	
632	qVOQcW5v	0	36	2	6	69	181	3	9	72328	9	0	1	0	17	0	1	1	6	5	4	1	10	3	4	9	1	0000010	111	0110001110	1011010010	4	2	
633	ZvBthka3	1	41	5	3	26	187	2	3	37609	8	1	0	0	19	1	0	1	8	5	8	7	2	6	9	8	5	1111111	000	0010111100	1010111100	2	4	
634	l5SwfPVc	1	41	2	6	80	189	3	1	56896	8	0	0	0	0	0	1	0	9	6	10	10	10	1	9	9	3	0101100	000	0000001111	0010011101	2	3	
635	9V1GuoQM	1	35	1	1	13	193	1	9	88089	1	0	0	0	43	1	1	1	6	5	7	7	2	7	7	6	8	1111101	001	0101111011	1001100001	2	4	
636	8RqdIY6O	1	5	2	7	12	164	3	5	28490	3	1	0	0	11	1	0	1	3	2	7	2	4	4	5	9	6	1000010	000	1110100100	0100001000	2	5	
637	flgpTh1j	1	17	1	4	49	192	1	8	86108	10	0	0	0	4	1	0	0	10	5	3	2	8	4	4	7	7	1001010	011	1001010000	0011101111	1	1	
638	VtQA4iDq	1	14	2	5	15	143	3	4	42220	3	0	0	0	46	0	0	0	6	9	9	3	1	5	9	2	4	1110100	110	0110100011	0101101010	2	2	
639	nFc8GqLs	1	11	1	5	30	193	3	5	39146	7	1	0	1	6	0	1	1	3	6	2	9	2	9	4	10	1	1011000	100	1111100000	0010111010	3	2	
640	Yvt9cdme	0	10	1	9	46	145	3	7	59909	5	1	0	0	40	0	0	1	8	10	3	2	5	8	2	5	6	0110010	010	1101111000	1000011101	6	3	
641	m0ClQNYL	1	69	3	5	51	189	3	10	46566	1	0	1	1	46	1	1	0	6	4	6	4	5	6	10	3	2	1001001	100	1001001100	1101110010	3	3	
642	p3Vm0ThI	1	15	3	8	32	193	2	2	67335	10	1	0	0	38	0	1	0	4	8	8	9	3	7	1	10	4	1001010	000	1110101011	0100011110	3	5	
643	MIEvWhkj	0	38	5	2	40	182	3	10	6568	8	1	1	0	29	1	0	1	7	2	4	1	4	5	1	9	9	1010100	111	1110110111	1010011000	4	3	
644	VCpj2B4u	0	71	4	11	59	186	2	3	75575	1	0	1	1	50	1	0	0	6	9	5	4	9	1	7	6	3	1100011	010	0100110110	1111110010	5	4	
645	Iw2VY5Nu	1	25	1	7	61	170	3	5	17292	5	0	1	1	38	1	0	0	8	9	4	4	5	7	6	5	9	0001010	001	0010001111	1010101011	5	5	
646	4h3c9WAn	1	39	4	9	77	165	1	3	90784	2	1	1	1	1	1	1	0	6	1	6	6	3	2	7	8	1	1111010	110	1011101001	1110001101	4	1	
647	qhvfsmJB	0	39	5	2	21	156	3	9	8067	10	0	1	0	46	1	0	1	2	9	6	8	2	4	3	1	8	1110110	111	0110110011	0110001110	1	1	
648	Ve3U0NWT	1	26	1	9	33	154	1	5	77406	4	1	0	0	42	0	0	1	2	8	8	2	6	8	5	6	7	1111011	100	1111000010	1000110011	6	4	
649	bQTMVvyS	0	55	4	4	45	178	3	1	54260	2	0	0	0	27	1	1	1	6	2	6	8	4	3	2	1	10	1010101	001	0100100010	1011001101	1	6	
